,Date,Event-Code,Event-Name,Full Name,Fighter-2-Name,W,L,D,NC,KO/TKO,Submission,Decision - Unanimous,Decision - Majority,Decision - Split,TKO - Doctor's Stoppage,DQ,Overturned,Could Not Continue,Other,Details,Judge-1-Name,Judge-1-Score,Judge-2-Name,Judge-2-Score,Judge-3-Name,Judge-3-Score,Finish-Time,Finish-Round,Total-Rounds,Total-Fight-Time-Sec,Referee,Belt,Women's-Bout,Interim-Bout,Strawweight,Flyweight,Bantamweight,Featherweight,Lightweight,Welterweight,Middleweight,Light-Heavyweight,Heavyweight,Catch-Weight,Open-Weight,Super-Heavyweight,Superfight,Fight-Bonus,Performance-Bonus,KO-Bonus,Submission-Bonus,Knockdowns,Significant-Strike-Land,Significant-Strike-Attempt,Significant-Strike-Percent,Total-Strikes-Land,Total-Strikes-Attempt,Takedown-Success,Takedown-Land,Takedown-Percent,Submission-Attempt,Submission-Reverse,Control-Time-Sec,Head-Land,Head-Attempt,Body-Land,Body-Attempt,Leg-Land,Leg-Attempt,Distance-Land,Distance-Attempt,Clinch-Land,Clinch-Attempt,Ground-Land,Ground-Attempt,Fighter-Active-Status,Fight-City,Fight-State,Fight-Country,PPV-Sales,Height,Weight,Reach,Stance,Date of Birth,SLpM,StrAcc,SApM,StrDef,TdAvg,TdAcc,TdDef,SubAvg,Age-Days,Age,Round-1-Knockdown,Round-1-Significant-Strikes,Round-1-Significant-Strikes-Percent,Round-1-Total-Strikes,Round-1-Takedowns,Round-1-Takedown-Percent,Round-1-Submission-Attempt,Round-1-Submission-Reverse,Round-1-Control-Time,Round-1-Head,Round-1-Body,Round-1-Leg,Round-1-Distance,Round-1-Clinch,Round-1-Ground,Round-2-Knockdown,Round-2-Significant-Strikes,Round-2-Significant-Strikes-Percent,Round-2-Total-Strikes,Round-2-Takedowns,Round-2-Takedown-Percent,Round-2-Submission-Attempt,Round-2-Submission-Reverse,Round-2-Control-Time,Round-2-Head,Round-2-Body,Round-2-Leg,Round-2-Distance,Round-2-Clinch,Round-2-Ground,Round-3-Knockdown,Round-3-Significant-Strikes,Round-3-Significant-Strikes-Percent,Round-3-Total-Strikes,Round-3-Takedowns,Round-3-Takedown-Percent,Round-3-Submission-Attempt,Round-3-Submission-Reverse,Round-3-Control-Time,Round-3-Head,Round-3-Body,Round-3-Leg,Round-3-Distance,Round-3-Clinch,Round-3-Ground,Round-4-Knockdown,Round-4-Significant-Strikes,Round-4-Significant-Strikes-Percent,Round-4-Total-Strikes,Round-4-Takedowns,Round-4-Takedown-Percent,Round-4-Submission-Attempt,Round-4-Submission-Reverse,Round-4-Control-Time,Round-4-Head,Round-4-Body,Round-4-Leg,Round-4-Distance,Round-4-Clinch,Round-4-Ground,Round-5-Knockdown,Round-5-Significant-Strikes,Round-5-Significant-Strikes-Percent,Round-5-Total-Strikes,Round-5-Takedowns,Round-5-Takedown-Percent,Round-5-Submission-Attempt,Round-5-Submission-Reverse,Round-5-Control-Time,Round-5-Head,Round-5-Body,Round-5-Leg,Round-5-Distance,Round-5-Clinch,Round-5-Ground
10188,2012-02-25 00:00:00,8377c5572cb356f3,UFC 144: Edgar vs Henderson,Ryan Bader,Quinton Jackson,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Sal D'amato,30 - 27,Junichiro Kamijo,30 - 27,Chris Watts,30 - 27,5:00,3,3,900,Leon Roberts,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,101,54,109,158,4,9,44,0,0,527,27,71,9,9,19,21,20,55,10,13,25,33,0,Saitama,,Japan,375000,"6' 2""",205,74,Orthodox,1983-06-07 00:00:00,2.82,43,1.39,71,3.37,44,80,0.4,10490,28,0,20 of 36,55,24 of 40,0 of 4,0,0,0,1:42,7 of 23,1 of 1,12 of 12,13 of 29,7 of 7,0 of 0,0,14 of 33,42,36 of 55,2 of 2,100,0,0,3:03,7 of 26,1 of 1,6 of 6,4 of 17,3 of 5,7 of 11,0,21 of 32,65,49 of 63,2 of 3,66,0,0,4:02,13 of 22,7 of 7,1 of 3,3 of 9,0 of 1,18 of 22,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10189,2011-07-02 00:00:00,83fd97284f4bb4a4,UFC 132: Cruz vs Faber,Ryan Bader,Tito Ortiz,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,1:56,1,3,116,Mario Yamasaki,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,21,19,4,21,0,0,,0,0,9,1,13,0,0,3,8,4,21,0,0,0,0,0,Las Vegas, Nevada, USA,350000,"6' 2""",205,74,Orthodox,1983-06-07 00:00:00,2.82,43,1.39,71,3.37,44,80,0.4,10252,28,0,4 of 21,19,4 of 21,0 of 0,0,0,0,0:09,1 of 13,0 of 0,3 of 8,4 of 21,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10190,2010-09-25 00:00:00,ad32471f01e7b1a5,UFC 119: Mir vs Cro Cop,Ryan Bader,Rogerio Nogueira,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Sal D'amato,27 - 30,Kelvin Caldwell,27 - 30,Glenn Trowbridge,27 - 30,5:00,3,3,900,Josh Rosenthal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,127,33,66,161,5,16,31,0,0,223,30,114,8,9,4,4,24,91,7,16,11,20,0,Indianapolis, Indiana, USA,295000,"6' 2""",205,74,Orthodox,1983-06-07 00:00:00,2.82,43,1.39,71,3.37,44,80,0.4,9972,27,0,15 of 41,36,31 of 57,2 of 4,50,0,0,2:00,11 of 37,3 of 3,1 of 1,3 of 19,1 of 3,11 of 19,0,10 of 39,25,11 of 43,1 of 5,20,0,0,0:38,6 of 35,1 of 1,3 of 3,8 of 33,2 of 5,0 of 1,0,17 of 47,36,24 of 61,2 of 7,28,0,0,1:05,13 of 42,4 of 5,0 of 0,13 of 39,4 of 8,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10191,2013-09-04 00:00:00,b23fca14c7b79935,UFC Fight Night: Teixeira vs Bader,Ryan Bader,Glover Teixeira,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,2:55,1,5,175,Herb Dean,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,27,40,16,32,0,1,0,1,0,38,9,25,0,0,2,2,5,16,6,11,0,0,0,Belo Horizonte, Minas Gerais, Brazil,,"6' 2""",205,74,Orthodox,1983-06-07 00:00:00,2.82,43,1.39,71,3.37,44,80,0.4,11047,30,0,11 of 27,40,16 of 32,0 of 1,0,1,0,0:38,9 of 25,0 of 0,2 of 2,5 of 16,6 of 11,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10192,2016-01-30 00:00:00,b3fb8d2293e17a59,UFC on FOX: Johnson vs. Bader,Ryan Bader,Anthony Johnson,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,1:26,1,5,86,Keith Peterson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Newark, New Jersey, USA,,"6' 2""",205,74,Orthodox,1983-06-07 00:00:00,2.82,43,1.39,71,3.37,44,80,0.4,11925,32,0,0 of 0,0,0 of 0,0 of 1,0,0,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10193,2008-12-13 00:00:00,ea398c802d9998ee,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Ryan Bader,Vinny Magalhaes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,2:18,1,3,138,Herb Dean,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,30,50,15,30,0,0,,0,0,4,9,24,2,2,4,4,12,26,0,0,3,4,0,Las Vegas, Nevada, USA,,"6' 2""",205,74,Orthodox,1983-06-07 00:00:00,2.82,43,1.39,71,3.37,44,80,0.4,9321,25,1,15 of 30,50,15 of 30,0 of 0,0,0,0,0:04,9 of 24,2 of 2,4 of 4,12 of 26,0 of 0,3 of 4,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10194,2013-12-06 00:00:00,ee457ef1e1c326c1,UFC Fight Night: Hunt vs Bigfoot,Ryan Bader,Anthony Perosh,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Anthony Dimitriou,27 - 30,Greg Kleynjans,27 - 30,Peter Hickmont,26 - 30,5:00,3,3,900,John Sharp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,100,70,156,188,3,3,100,0,0,734,64,92,6,8,0,0,11,28,4,4,55,68,0,Brisbane, Queensland, Australia,,"6' 2""",205,74,Orthodox,1983-06-07 00:00:00,2.82,43,1.39,71,3.37,44,80,0.4,11140,30,0,22 of 39,56,45 of 62,1 of 1,100,0,0,3:05,20 of 35,2 of 4,0 of 0,7 of 18,4 of 4,11 of 17,0,26 of 32,81,50 of 56,1 of 1,100,0,0,4:30,22 of 28,4 of 4,0 of 0,2 of 6,0 of 0,24 of 26,0,22 of 29,75,61 of 70,1 of 1,100,0,0,4:39,22 of 29,0 of 0,0 of 0,2 of 4,0 of 0,20 of 25,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10195,2012-08-04 00:00:00,f62850b3c7480db9,UFC on FOX: Shogun vs Vera,Ryan Bader,Lyoto Machida,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,1:32,2,3,392,John McCarthy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,32,21,7,32,0,0,,0,0,0,2,22,1,3,4,7,7,32,0,0,0,0,0,Los Angeles, California, USA,,"6' 2""",205,74,Orthodox,1983-06-07 00:00:00,2.82,43,1.39,71,3.37,44,80,0.4,10651,29,0,6 of 24,25,6 of 24,0 of 0,0,0,0,0:00,1 of 16,1 of 2,4 of 6,6 of 24,0 of 0,0 of 0,0,1 of 8,12,1 of 8,0 of 0,0,0,0,0:00,1 of 6,0 of 1,0 of 1,1 of 8,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10196,2014-08-16 00:00:00,fd7acf42bd6e7e95,UFC Fight Night: Bader vs Saint Preux,Ryan Bader,Ovince Saint Preux,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Dave Tirelli,47 - 48,Eric Colon,46 - 49,Chris Lee,46 - 49,5:00,5,5,1500,Dan Miragliotta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,72,33,77,137,9,21,42,1,0,610,18,57,3,8,3,7,13,53,2,4,9,15,0,Bangor, Maine, USA,,"6' 2""",205,74,Orthodox,1983-06-07 00:00:00,2.82,43,1.39,71,3.37,44,80,0.4,11393,31,0,7 of 18,38,13 of 25,2 of 3,66,0,0,1:28,6 of 14,0 of 1,1 of 3,7 of 17,0 of 0,0 of 1,0,6 of 23,26,6 of 23,1 of 4,25,0,0,0:02,5 of 19,0 of 2,1 of 2,6 of 23,0 of 0,0 of 0,0,6 of 17,35,29 of 43,3 of 4,75,0,0,3:30,4 of 13,1 of 2,1 of 2,0 of 5,1 of 3,5 of 9,0,5 of 10,50,20 of 32,2 of 5,40,0,0,3:09,3 of 7,2 of 3,0 of 0,0 of 5,1 of 1,4 of 4,0,0 of 4,0,9 of 14,1 of 5,20,1,0,2:01,0 of 4,0 of 0,0 of 0,0 of 3,0 of 0,0 of 1
10197,2020-07-15 00:00:00,18f5669a92e99d92,UFC Fight Night: Kattar vs. Ige,Ryan Benoit,Tim Elliott,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Ben Cartlidge,29 - 28,David Lethaby,29 - 28,Clemens Werner,29 - 28,5:00,3,3,900,Marc Goddard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,122,45,64,131,1,2,50,2,0,22,39,97,13,22,3,3,47,107,8,15,0,0,1,Abu Dhabi, Abu Dhabi, United Arab Emirates,,"5' 5""",125,68,Orthodox,1989-08-25 00:00:00,2.95,41,3.4,60,0.33,25,70,0.5,11282,30,0,16 of 34,47,16 of 34,0 of 1,0,0,0,0:02,11 of 27,4 of 6,1 of 1,16 of 34,0 of 0,0 of 0,0,20 of 34,58,21 of 35,1 of 1,100,2,0,0:05,16 of 28,4 of 6,0 of 0,18 of 32,2 of 2,0 of 0,0,19 of 54,35,27 of 62,0 of 0,0,0,0,0:15,12 of 42,5 of 10,2 of 2,13 of 41,6 of 13,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10198,2016-07-30 00:00:00,72cbe507644a587c,UFC 201: Lawler vs. Woodley,Ryan Benoit,Fredy Serrano,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,Chris Lee,28 - 29,James Corbett,29 - 28,Ken Coffey,29 - 28,5:00,3,3,900,Blake Grice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,58,53,45,76,0,1,0,0,0,85,15,38,8,9,8,11,21,40,8,12,2,6,1,Atlanta, Georgia, USA,240000,"5' 5""",125,68,Orthodox,1989-08-25 00:00:00,2.95,41,3.4,60,0.33,25,70,0.5,9836,26,1,11 of 21,52,13 of 23,0 of 1,0,0,0,0:27,5 of 12,3 of 4,3 of 5,10 of 17,1 of 3,0 of 1,0,6 of 15,40,11 of 22,0 of 0,0,0,0,0:00,4 of 12,1 of 1,1 of 2,4 of 12,0 of 0,2 of 3,0,14 of 22,63,21 of 31,0 of 0,0,0,0,0:58,6 of 14,4 of 4,4 of 4,7 of 11,7 of 9,0 of 2,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10199,2019-12-21 00:00:00,74fefd43f073cd2f,UFC Fight Night: Edgar vs. The Korean Zombie,Ryan Benoit,Heili Alateng,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Ben Cartlidge,28 - 29,Evan Field,29 - 28,Anthony Dimitriou,28 - 29,5:00,3,3,900,Thomas Fan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,128,53,84,145,0,1,0,0,0,0,45,101,17,21,6,6,53,112,15,16,0,0,1,Busan,,South Korea,,"5' 5""",125,68,Orthodox,1989-08-25 00:00:00,2.95,41,3.4,60,0.33,25,70,0.5,11075,30,0,19 of 32,59,19 of 32,0 of 1,0,0,0,0:00,6 of 19,10 of 10,3 of 3,18 of 31,1 of 1,0 of 0,0,26 of 59,44,26 of 59,0 of 0,0,0,0,0:00,18 of 47,5 of 9,3 of 3,26 of 59,0 of 0,0 of 0,0,23 of 37,62,39 of 54,0 of 0,0,0,0,0:00,21 of 35,2 of 2,0 of 0,9 of 22,14 of 15,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10200,2015-11-14 00:00:00,8d04923f2db59b7f,UFC 193: Rousey vs Holm,Ryan Benoit,Ben Nguyen,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2:35,1,3,155,Greg Kleynjans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,1,6,0,1,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,Melbourne, Victoria, Australia,1100000,"5' 5""",125,68,Orthodox,1989-08-25 00:00:00,2.95,41,3.4,60,0.33,25,70,0.5,9577,26,0,1 of 6,16,1 of 6,0 of 1,0,0,0,0:00,1 of 6,0 of 0,0 of 0,1 of 6,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10201,2013-11-30 00:00:00,9a967e8e43dcef63,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Ryan Benoit,Josh Sampo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,4:31,2,3,571,Chris Tognoni,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,63,28,24,69,0,0,,1,2,141,15,54,1,4,2,5,16,59,0,0,2,4,1,Las Vegas, Nevada, USA,,"5' 5""",125,68,Orthodox,1989-08-25 00:00:00,2.95,41,3.4,60,0.33,25,70,0.5,8863,24,0,13 of 48,27,13 of 48,0 of 0,0,0,1,1:00,11 of 40,0 of 3,2 of 5,13 of 48,0 of 0,0 of 0,0,5 of 15,33,11 of 21,0 of 0,0,1,1,1:21,4 of 14,1 of 1,0 of 0,3 of 11,0 of 0,2 of 4,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10202,2016-12-03 00:00:00,bd4389b71fdc0ce2,The Ultimate Fighter: Tournament of Champions Finale,Ryan Benoit,Brandon Moreno,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Jeff Mullen,29 - 28,Rick Winter,28 - 29,Junichiro Kamijo,29 - 28,5:00,3,3,900,Mark Smith,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,93,24,25,95,0,1,0,0,0,16,21,80,2,10,0,3,20,85,2,6,1,2,1,Las Vegas, Nevada, USA,,"5' 5""",125,68,Orthodox,1989-08-25 00:00:00,2.95,41,3.4,60,0.33,25,70,0.5,9962,27,0,7 of 32,21,7 of 32,0 of 0,0,0,0,0:00,6 of 26,1 of 4,0 of 2,7 of 32,0 of 0,0 of 0,1,6 of 20,30,8 of 22,0 of 1,0,0,0,0:16,6 of 18,0 of 1,0 of 1,4 of 18,1 of 1,1 of 1,0,10 of 41,24,10 of 41,0 of 0,0,0,0,0:00,9 of 36,1 of 5,0 of 0,9 of 35,1 of 5,0 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10203,2017-11-18 00:00:00,caced97768818230,UFC Fight Night: Werdum vs. Tybura,Ryan Benoit,Ashkan Mokhtarian,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,2:38,3,3,758,Steve Perceval,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,93,48,47,95,0,1,0,0,0,2,40,86,4,6,1,1,40,87,1,2,4,4,1,Sydney, New South Wales, Australia,,"5' 5""",125,68,Orthodox,1989-08-25 00:00:00,2.95,41,3.4,60,0.33,25,70,0.5,10312,28,0,11 of 25,44,11 of 25,0 of 0,0,0,0,0:00,10 of 23,1 of 2,0 of 0,11 of 24,0 of 1,0 of 0,0,21 of 42,50,22 of 43,0 of 1,0,0,0,0:02,18 of 38,3 of 4,0 of 0,17 of 38,1 of 1,3 of 3,1,13 of 26,50,14 of 27,0 of 0,0,0,0,0:00,12 of 25,0 of 0,1 of 1,12 of 25,0 of 0,1 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10204,2015-03-14 00:00:00,f54200f1dfb9b5d4,UFC 185: Pettis vs Dos Anjos,Ryan Benoit,Sergio Pettis,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,1:34,2,3,394,Kerry Hatley,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,90,31,29,91,1,1,100,0,0,22,25,86,3,4,0,0,18,72,1,2,9,16,1,Dallas, Texas, USA,310000,"5' 5""",125,68,Orthodox,1989-08-25 00:00:00,2.95,41,3.4,60,0.33,25,70,0.5,9332,25,0,9 of 42,21,10 of 43,1 of 1,100,0,0,0:13,8 of 40,1 of 2,0 of 0,8 of 40,1 of 2,0 of 0,1,19 of 48,39,19 of 48,0 of 0,0,0,0,0:09,17 of 46,2 of 2,0 of 0,10 of 32,0 of 0,9 of 16,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10205,2013-04-06 00:00:00,6291ac0a3726732f,UFC on FUEL TV: Mousasi vs Latifi,Ryan Couture,Ross Pearson,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,3:45,2,3,525,Leon Roberts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,77,37,35,83,1,7,14,0,0,188,7,38,12,18,10,21,15,54,14,23,0,0,0,Stockholm,,Sweden,,"5' 10""",155,73,Orthodox,1982-08-27 00:00:00,3.54,45,2.87,54,1.55,29,46,1.3,11180,30,0,17 of 36,47,20 of 39,1 of 5,20,0,0,2:36,3 of 12,8 of 12,6 of 12,7 of 18,10 of 18,0 of 0,0,12 of 41,29,15 of 44,0 of 2,0,0,0,0:32,4 of 26,4 of 6,4 of 9,8 of 36,4 of 5,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10206,2013-08-31 00:00:00,980b4e712489098e,UFC 164: Henderson vs Pettis 2,Ryan Couture,Al Iaquinta,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Sal D'amato,30 - 27,Brian Puccillo,30 - 27,Otto Torriero,30 - 27,5:00,3,3,900,Yves Lavigne,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,155,29,47,158,0,6,0,0,0,68,20,122,12,18,13,15,38,142,7,13,0,0,0,Milwaukee, Wisconsin, USA,270000,"5' 10""",155,73,Orthodox,1982-08-27 00:00:00,3.54,45,2.87,54,1.55,29,46,1.3,11327,31,0,17 of 53,32,17 of 53,0 of 0,0,0,0,0:07,9 of 44,3 of 4,5 of 5,16 of 50,1 of 3,0 of 0,0,12 of 47,25,13 of 48,0 of 3,0,0,0,0:25,4 of 35,5 of 8,3 of 4,9 of 40,3 of 7,0 of 0,0,16 of 55,29,17 of 57,0 of 3,0,0,0,0:36,7 of 43,4 of 6,5 of 6,13 of 52,3 of 3,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10207,2015-12-11 00:00:00,20fbff570c678e1c,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Ryan Hall,Artem Lobov,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Sal D'amato,27 - 30,Derek Cleary,26 - 30,Junichiro Kamijo,26 - 30,5:00,3,3,900,Herb Dean,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,56,169,201,1,3,33,1,0,445,15,25,1,8,7,8,9,24,0,0,14,17,1,Las Vegas, Nevada, USA,,"5' 10""",145,70,Southpaw,1985-02-22 00:00:00,2.32,43,0.96,75,0.31,16,0,0.9,11249,30,0,7 of 10,70,65 of 75,0 of 0,0,1,0,4:30,5 of 8,1 of 1,1 of 1,2 of 4,0 of 0,5 of 6,0,9 of 19,47,60 of 73,0 of 1,0,0,0,0:00,6 of 11,0 of 4,3 of 4,4 of 13,0 of 0,5 of 6,0,7 of 12,58,44 of 53,1 of 2,50,0,0,2:55,4 of 6,0 of 3,3 of 3,3 of 7,0 of 0,4 of 5,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10208,2019-07-13 00:00:00,2f8f3c69522db931,UFC Fight Night: De Randamie vs. Ladd,Ryan Hall,Darren Elkins,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Wade Vierra,29 - 28,Marcos Rosales,29 - 28,Ron McCarthy,30 - 27,5:00,3,3,900,Blake Grice,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,83,43,40,93,0,1,0,1,1,7,15,47,13,27,8,9,34,78,0,1,2,4,1,Sacramento, California, USA,,"5' 10""",145,70,Southpaw,1985-02-22 00:00:00,2.32,43,0.96,75,0.31,16,0,0.9,12559,34,1,12 of 24,50,14 of 29,0 of 0,0,1,1,0:04,6 of 13,4 of 8,2 of 3,11 of 23,0 of 0,1 of 1,1,11 of 23,47,12 of 26,0 of 1,0,0,0,0:03,5 of 15,5 of 7,1 of 1,10 of 21,0 of 1,1 of 1,0,13 of 36,36,14 of 38,0 of 0,0,0,0,0:00,4 of 19,4 of 12,5 of 5,13 of 34,0 of 0,0 of 2,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10209,2016-12-03 00:00:00,bd4389b71fdc0ce2,The Ultimate Fighter: Tournament of Champions Finale,Ryan Hall,Gray Maynard,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Patricia Morse-Jarman,30 - 27,Derek Cleary,30 - 27,Glenn Trowbridge,29 - 28,5:00,3,3,900,Chris Tognoni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,117,39,53,124,0,2,0,0,0,0,14,44,19,53,13,20,43,113,2,3,1,1,1,Las Vegas, Nevada, USA,,"5' 10""",145,70,Southpaw,1985-02-22 00:00:00,2.32,43,0.96,75,0.31,16,0,0.9,11607,31,0,12 of 36,33,13 of 37,0 of 1,0,0,0,0:00,1 of 11,7 of 17,4 of 8,11 of 35,1 of 1,0 of 0,0,17 of 48,35,18 of 49,0 of 1,0,0,0,0:00,5 of 20,8 of 22,4 of 6,17 of 48,0 of 0,0 of 0,0,17 of 33,51,22 of 38,0 of 0,0,0,0,0:00,8 of 13,4 of 14,5 of 6,15 of 30,1 of 2,1 of 1,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
10210,2018-12-29 00:00:00,c046100aea0dba9a,UFC 232: Jones vs. Gustafsson 2,Ryan Hall,BJ Penn,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2:46,1,3,166,Ed Collantes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,15,40,8,19,0,0,,1,0,0,0,7,1,2,5,6,6,14,0,1,0,0,1,Los Angeles, California, USA,700000,"5' 10""",145,70,Southpaw,1985-02-22 00:00:00,2.32,43,0.96,75,0.31,16,0,0.9,12363,33,0,6 of 15,40,8 of 19,0 of 0,0,1,0,0:00,0 of 7,1 of 2,5 of 6,6 of 14,0 of 1,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
